id,title,year,language,era,director,lead_actor,lead_gender,imdb_rating,has_action,has_comedy,has_romance,has_songs,has_villain,has_thriller_elements,has_social_message,is_anti_hero,is_family_film,is_based_on_true_story,is_biographical,is_franchise,is_remake,is_sports_film,is_historical,is_horror,is_sci_fi,is_pan_india_blockbuster
raazi_2018,Raazi,2018,hindi,2010s,Meghna Gulzar,Alia Bhatt,female,7.9,False,False,True,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False
tt5461944,Hotel Mumbai,2018,hindi,2010s,Anthony Maras,,male,7.6,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt6452574,Sanju,2018,hindi,2010s,Rajkumar Hirani,,male,7.6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt7431594,Race 3,2018,hindi,2010s,Remo D'Souza,,male,1.9,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt8108202,Stree,2018,hindi,2010s,Amar Kaushik,,male,7.5,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
tt5935704,Padmaavat,2018,hindi,2010s,Sanjay Leela Bhansali,,male,7.1,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt7725596,Badhaai Ho,2018,hindi,2010s,Amit Sharma,,male,7.9,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt6527426,Zero,2018,hindi,2010s,Aanand L. Rai,,male,5.2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt7218518,Pad Man,2018,hindi,2010s,R. Balki,,male,7.8,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt7581902,Sonu Ke Titu Ki Sweety,2018,hindi,2010s,Luv Ranjan,,male,7.1,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt7363076,Raid,2018,hindi,2010s,Raj Kumar Gupta,,male,7.4,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt5970844,Thugs of Hindostan,2018,hindi,2010s,Vijay Krishna Acharya,,male,4.1,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
tt7618184,Mulk,2018,hindi,2010s,Anubhav Sinha,,male,7.2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt7700730,October,2018,hindi,2010s,Shoojit Sircar,,male,7.6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt7919680,Karwaan,2018,hindi,2010s,Akarsh Khurana,,male,7.6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt6903440,Manikarnika—The Queen of Jhansi,2018,hindi,2010s,Radhakrishna Jagarlamudi,,male,6.4,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt7027278,Kedarnath,2018,hindi,2010s,Abhishek Kapoor,,male,6.8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt6173990,Gold,2018,hindi,2010s,Reema Kagti,,male,7.3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt6588966,Hichki,2018,hindi,2010s,Sidharth Malhotra,,male,7.5,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt9052870,Chhichhore,2019,hindi,2010s,Nitesh Tiwari,,male,8.3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt2395469,Gully Boy,2019,hindi,2010s,Zoya Akhtar,,male,7.9,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt7485048,Super 30,2019,hindi,2010s,Vikas Bahl,,male,7.9,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt10324144,Article 15,2019,hindi,2010s,Anubhav Sinha,,male,8.1,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
tt7430722,War,2019,hindi,2010s,Siddharth Anand,,male,6.6,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt8108268,The Tashkent Files,2019,hindi,2010s,Vivek Agnihotri,,male,8.0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt8130968,Badla,2019,hindi,2010s,Sujoy Ghosh,,male,7.8,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt7721800,Bharat,2019,hindi,2010s,Ali Abbas Zafar,,male,4.7,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt9614460,Chhapaak,2019,hindi,2010s,Meghna Gulzar,,male,5.4,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt6264938,Kesari,2019,hindi,2010s,Anurag Singh,,male,7.4,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt8504014,Good Newwz,2019,hindi,2010s,Raj Mehta,,male,6.8,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt7255568,Student of the Year 2,2019,hindi,2010s,Punit Malhotra,,male,2.3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt7059844,Dabangg 3,2019,hindi,2010s,Prabhu Deva,,male,3.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt6988116,Kalank,2019,hindi,2010s,Abhishek Varman,,male,3.8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt8144834,Section 375,2019,hindi,2010s,,,male,8.1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt9248972,Mission Mangal,2019,hindi,2010s,Jagan Shakti,,male,6.6,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt9248940,Dream Girl,2019,hindi,2010s,Raaj Shaandilyaa,,male,7.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt9420648,Bala,2019,hindi,2010s,Amar Kaushik,,male,7.3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt7721946,Housefull 4,2019,hindi,2010s,Farhad Samji,,male,3.7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt10295212,Shershaah,2021,hindi,2020s,Vishnuvardhan,,male,8.3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt9531772,Sooryavanshi,2021,hindi,2020s,Rohit Shetty,,male,5.8,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt6571548,The White Tiger,2021,hindi,2020s,Ramin Bahrani,,male,7.1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt10895576,Mimi,2021,hindi,2020s,Laxman Utekar,,male,7.8,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt13510660,Dhamaka,2021,hindi,2020s,Ram Madhvani,,male,6.7,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt13491110,Antim: The Final Truth,2021,hindi,2020s,Mahesh Manjrekar,,male,6.1,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt7518786,83,2021,hindi,2020s,Kabir Khan,,male,7.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt9851854,Major,2021,hindi,2020s,,,male,8.1,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt9766332,Atrangi Re,2021,hindi,2020s,Aanand L. Rai,,male,6.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt10309902,Chehre,2021,hindi,2020s,Rumi Jaffery,,male,6.2,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt10083640,Bhoot Police,2021,hindi,2020s,,,male,6.6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt11314148,Shiddat,2021,hindi,2020s,Kunal Deshmukh,,male,7.6,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt11260832,Bell Bottom,2021,hindi,2020s,Ranjit Tewari,,male,6.1,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt13529034,Meenakshi Sundareshwar,2021,hindi,2020s,,,male,6.6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt9614452,The Big Bull,2021,hindi,2020s,Kookie V. Gulati,,male,5.6,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt10739666,Satyameva Jayate 2,2021,hindi,2020s,Milap Zaveri,,male,3.3,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt12861850,Chandigarh Kare Aashiqui,2021,hindi,2020s,Abhishek Kapoor,,male,6.7,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt10811166,The Kashmir Files,2022,hindi,2020s,Vivek Agnihotri,,male,8.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True
tt10028196,Laal Singh Chaddha,2022,hindi,2020s,Advait Chandan,,male,5.6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt6277462,Brahmāstra Part One: Shiva,2022,hindi,2020s,Ayan Mukerji,,male,5.6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
tt10083340,Gangubai Kathiawadi,2022,hindi,2020s,Sanjay Leela Bhansali,,male,7.8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt13664684,Karthikeya 2,2022,hindi,2020s,Chandoo Mondeti,,male,7.8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt14107554,Dasvi,2022,hindi,2020s,,,male,7.3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt9263550,Rocketry: The Nambi Effect,2022,hindi,2020s,Anant Mahadevan,,male,8.6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt8426926,Shamshera,2022,hindi,2020s,Karan Malhotra,,male,4.7,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt15501640,Drishyam 2,2022,hindi,2020s,Abhishek Pathak,,male,8.2,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt4435072,Liger,2022,hindi,2020s,Puri Jagannadh,,male,2.6,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt10733228,Gehraiyaan,2022,hindi,2020s,Shakun Batra,,male,5.6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt10393870,Jayeshbhai Jordaar,2022,hindi,2020s,Divyang Thakkar,,male,6.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt13449624,Jug Jugg Jeeyo,2022,hindi,2020s,Raj Mehta,,male,6.1,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt3679040,Kisi Ka Bhai Kisi Ki Jaan,2022,hindi,2020s,Farhad Samji,,male,3.9,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt10699086,Bachchhan Pandey,2022,hindi,2020s,Farhad Samji,,male,5.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt6455162,Bhool Bhulaiyaa 2,2022,hindi,2020s,Anees Bazmee,,male,5.7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
tt15600222,An Action Hero,2022,hindi,2020s,,,male,7.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt8960382,Radhe Shyam,2022,hindi,2020s,Radha Krishna Kumar,,male,5.2,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt12834962,Raksha Bandhan,2022,hindi,2020s,Aanand L. Rai,,male,5.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt11460992,Runway 34,2022,hindi,2020s,Ajay Devgn,,male,7.0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt14099334,Bhediya,2022,hindi,2020s,Amar Kaushik,,male,6.7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
tt11873440,Heropanti 2,2022,hindi,2020s,Ahmed Khan,,male,2.2,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt15654262,Chup: Revenge of the Artist,2022,hindi,2020s,R. Balki,,male,7.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt13131350,Vikram Vedha,2022,hindi,2020s,Gayatri,,male,7.1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt13028258,A Thursday,2022,hindi,2020s,,,male,7.6,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt11112808,Cirkus,2022,hindi,2020s,Rohit Shetty,,male,4.2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt15128068,"Monica, O My Darling",2022,hindi,2020s,Vasan Bala,,male,7.4,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt14152140,Darlings,2022,hindi,2020s,,,male,6.7,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt15315164,Cuttputlli,2022,hindi,2020s,,,male,5.6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt11934846,Badhaai Do,2022,hindi,2020s,Harshavardhan Kulkarni,,male,7.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt13919802,Anek,2022,hindi,2020s,Anubhav Sinha,,male,6.3,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt14042066,Dobaaraa,2022,hindi,2020s,Anurag Kashyap,,male,4.9,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt11783766,Ram Setu,2022,hindi,2020s,Abhishek Sharma,,male,5.3,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt13130760,HIT: The First Case,2022,hindi,2020s,Sailesh Kolanu,,male,6.8,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt11947158,Ek Villain Returns,2022,hindi,2020s,Mohit Suri,,male,4.4,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt5301942,Jersey,2022,hindi,2020s,Gowtham Tinnanuri,,male,7.3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt23849204,12th Fail,2023,hindi,2020s,Vidhu Vinod Chopra,,male,8.7,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt12844910,Pathaan,2023,hindi,2020s,Siddharth Anand,,male,5.8,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt12915716,Adipurush,2023,hindi,2020s,Om Raut,,male,2.6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt13751694,Animal,2023,hindi,2020s,Sandeep Vanga,,male,6.2,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
tt15354916,Jawan,2023,hindi,2020s,Atlee,,male,6.9,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt15428134,Dunki,2023,hindi,2020s,Rajkumar Hirani,,male,6.5,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt24268454,The Kerala Story,2023,hindi,2020s,,,male,6.7,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt21626284,Laapataa Ladies,2023,hindi,2020s,Kiran Rao,,male,8.3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt18411490,Tiger 3,2023,hindi,2020s,Maneesh Sharma,,male,5.6,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt22297828,Chor Nikal Ke Bhaga,2023,hindi,2020s,,,male,7.2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt15979666,The Archies,2023,hindi,2020s,Zoya Akhtar,,male,4.2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt27989067,Lust Stories 2,2023,hindi,2020s,Konkona Sen Sharma,,male,5.7,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt14993250,Rocky Aur Rani Ki Prem Kahani,2023,hindi,2020s,Karan Johar,,male,6.5,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt15732324,OMG 2 – Oh My God! 2,2023,hindi,2020s,Amit Rai,,male,7.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt28259207,Kill,2023,hindi,2020s,Nikhil Nagesh Bhat,,male,7.4,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt13131232,Mission Majnu,2023,hindi,2020s,,,male,6.9,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False
tt13130948,Shehzada,2023,hindi,2020s,Rohit Dhawan,,male,4.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt14914988,Satyaprem Ki Katha,2023,hindi,2020s,Sameer Vidwans,,male,6.6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt15434074,Kho Gaye Hum Kahan,2023,hindi,2020s,,,male,7.3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt24485052,Sirf Ek Bandaa Kaafi Hai,2023,hindi,2020s,,,male,8.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt8672856,Tu Jhoothi Main Makkaar,2023,hindi,2020s,Luv Ranjan,,male,6.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt32058735,Bhool Chuk Maaf,2023,hindi,2020s,,,male,5.8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt15441054,Gadar 2,2023,hindi,2020s,Anil Sharma,,male,5.1,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt23554840,The Vaccine War,2023,hindi,2020s,Vivek Agnihotri,,male,7.1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt10786774,Sam Bahadur,2023,hindi,2020s,Meghna Gulzar,,male,7.7,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt19755170,Bawaal,2023,hindi,2020s,Nitesh Tiwari,,male,6.6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt15576460,Zara Hatke Zara Bachke,2023,hindi,2020s,Laxman Utekar,,male,5.9,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt15748830,Suspect X,2023,hindi,2020s,Sujoy Ghosh,,male,7.0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt13491678,72 Hoorain,2023,hindi,2020s,Sanjay Puran Singh Chauhan,,male,6.9,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt15516726,Selfiee,2023,hindi,2020s,Raj Mehta,,male,5.7,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt9214772,Monkey Man,2024,hindi,2020s,Dev Patel,,male,6.8,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt26932223,Bhool Bhulaiyaa 3,2024,hindi,2020s,Anees Bazmee,,male,4.6,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
tt11976134,Singham Again,2024,hindi,2020s,Rohit Shetty,,male,4.3,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt12735488,Kalki 2898 AD,2024,hindi,2020s,Nag Ashwin,,male,7.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt28075881,Do Patti,2024,hindi,2020s,,,male,6.3,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt27459160,Teri Baaton Mein Aisa Uljha Jiya,2024,hindi,2020s,Aradhana Sah,,male,6.2,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt13818368,Fighter,2024,hindi,2020s,Siddharth Anand,,male,6.1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt27028399,Murder Mubarak,2024,hindi,2020s,Homi Adajania,,male,5.8,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt27510174,Stree 2,2024,hindi,2020s,Amar Kaushik,,male,6.9,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
tt26745657,Madgaon Express,2024,hindi,2020s,Kunal Khemu,,male,7.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt26659814,Auron Mein Kahan Dum Tha,2024,hindi,2020s,Neeraj Pandey,,male,6.2,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt21383812,Crew,2024,hindi,2020s,Rajesh Krishnan,,male,5.8,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt15392282,Merry Christmas,2024,hindi,2020s,Sriram Raghavan,,male,6.9,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt27995594,Munjya,2024,hindi,2020s,Aditya Sarpotdar,,male,6.3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt27056012,Khel Khel Mein,2024,hindi,2020s,Muddassar Aziz,,male,6.5,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt30970235,Article 370,2024,hindi,2020s,Aditya Suhas Jambhale,,male,7.8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt31522415,Sikandar Ka Muqaddar,2024,hindi,2020s,Neeraj Pandey,,male,6.0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt19838634,Ulajh,2024,hindi,2020s,Sudhanshu Saria,,male,5.9,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt30889755,The Sabarmati Report,2024,hindi,2020s,Dheeraj Sarna,,male,6.4,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt11821912,Devara: Part 1,2024,hindi,2020s,Koratala Siva,,male,6.0,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt10869778,Maidaan,2024,hindi,2020s,Amit Sharma,,male,7.9,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt31514262,Wild Wild Punjab,2024,hindi,2020s,,,male,6.2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt26658272,Amar Singh Chamkila,2024,hindi,2020s,Imtiaz Ali,,male,7.8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt4501268,Maharaj,2024,hindi,2020s,Siddharth P. Malhotra,,male,6.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
mungaru_male_2006,Mungaru Male,2006,kannada,2000s,Yogaraj Bhat,Ganesh,male,7.8,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
milana_2007,Milana,2007,kannada,2000s,Om Prakash Rao,Puneeth Rajkumar,male,7.5,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ta_ra_rum_pum_kannada,Jothe Jotheyali,2008,kannada,2000s,Ravi Varma,Sudeep,male,7.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
googly_2013,Googly,2013,kannada,2010s,Pawan Kumar,Yash,male,7.5,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ulidavaru_kandante_2014,Ulidavaru Kandante,2014,kannada,2010s,Rakshit Shetty,Rakshit Shetty,male,8.7,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
tt4432480,RangiTaranga,2015,kannada,2010s,Anup Bhandari,,male,8.1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
masterpiece_2015,Masterpiece,2015,kannada,2010s,Om Prakash Rao,Yash,male,6.8,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
kirik_party_2016,Kirik Party,2016,kannada,2010s,Rishab Shetty,Rakshit Shetty,male,8.2,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
kgf1_2018,KGF Chapter 1,2018,kannada,2010s,Prashanth Neel,Yash,male,8.2,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True
tt7838252,K.G.F: Chapter 1,2018,kannada,2010s,Prashanth Neel,,male,8.1,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt7466810,777 Charlie,2021,kannada,2020s,Kiranraj K,,male,8.7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
kgf2_2022,KGF Chapter 2,2022,kannada,2020s,Prashanth Neel,Yash,male,8.4,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True
tt10698680,K.G.F: Chapter 2,2022,kannada,2020s,Prashanth Neel,,male,8.2,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt15327088,Kantara,2022,kannada,2020s,Rishab Shetty,,male,8.1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt12015102,Vikrant Rona,2022,kannada,2020s,Anup Bhandari,,male,6.9,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt27719898,Kaiva,2023,kannada,2020s,Jayatheertha,,male,7.6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
kranti_2023,Kranti,2023,kannada,2020s,V. Somashekar,Darshan Thoogudeepa,male,7.1,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt27051027,Love Li,2024,kannada,2020s,Chetan Keshav,,male,6.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
chemmeen_1965,Chemmeen,1965,malayalam,classic,Ramu Kariat,Madhu,male,8.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
irupathiyonnaam_noottaandu_1988,Irupathiyonnaam Noottaandu,1988,malayalam,classic,I. V. Sasi,Mohanlal,male,7.8,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
kireedam_1989,Kireedam,1989,malayalam,classic,Sibi Malayil,Mohanlal,male,8.5,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
in_harihar_nagar_1990,In Harihar Nagar,1990,malayalam,90s,Siddique-Lal,Mukesh,male,8.4,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False
njan_gandharvan_1991,Njan Gandharvan,1991,malayalam,90s,Priyadarshan,Mohanlal,male,8.2,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
manichitrathazhu_1993,Manichitrathazhu,1993,malayalam,90s,Fazil,Mohanlal,male,8.5,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
spadikam_1995,Spadikam,1995,malayalam,90s,Bhadran,Mohanlal,male,8.3,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
classmates_2006,Classmates,2006,malayalam,2000s,Lal Jose,Prithviraj,male,7.9,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
christian_brothers_2011,Christian Brothers,2011,malayalam,2010s,Jose Padmareddy,Mohanlal,male,6.5,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt2218988,Ustad Hotel,2012,malayalam,2010s,Anwar Rasheed,,male,8.2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
drishyam_2013,Drishyam,2013,malayalam,2010s,Jeethu Joseph,Mohanlal,male,8.4,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
tt3668162,Bengaluru Days,2014,malayalam,2010s,Anjali Menon,,male,8.3,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
bangalore_days_2014,Bangalore Days,2014,malayalam,2010s,Anjali Menon,Nivin Pauly,male,8.3,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
